id_topic,name,id_subj,description
3,Palabras Sobreesdrújulas,185,Reglas de acentuación anterior a la antepenúltima sílaba.
3,Uso de Mayúsculas (Oración),186,Regla de mayúscula inicial al comenzar un escrito.
3,Uso de Mayúsculas (Nombres),187,Regla de mayúscula en instituciones y lugares.
3,Siglas y Abreviaturas,188,Escritura correcta de reducciones de palabras.
3,Partes del Libro,189,"Identificación de prólogo, índice, cuerpo, glosario y bibliografía."
3,Género Literario: Poesía,190,Características del género lírico.
3,Género Literario: Cuento,191,Características del género narrativo breve.
3,Género Literario: Novela,192,Características del género narrativo extenso.
3,Género Literario: Drama,193,Características del género teatral.
3,Género Literario: Leyenda,194,Características de narraciones tradicionales.
3,Idea Principal,195,Identificación del tema central en un texto.
3,Ideas Secundarias,196,Identificación de detalles que apoyan la idea principal.
3,Texto Narrativo,197,Comprensión de textos que relatan hechos.
3,Texto Descriptivo,198,Comprensión de textos que detallan características.
3,Texto Expositivo,199,Comprensión de textos que explican un tema.
3,Texto Informativo,200,Comprensión de textos que transmiten datos o noticias.
2,Niveles de Organización del Cuerpo,201,Estructura celular tejidos órganos y sistemas del cuerpo humano.
2,Sistema Respiratorio,202,Órganos funciones y proceso de la respiración humana.
2,Sistema Circulatorio,203,Órganos componentes de la sangre y funciones de transporte.
2,Sistema Inmunológico,204,Defensa del cuerpo glóbulos blancos e inmunidad.
2,Vacunas,205,Importancia y función en la prevención de enfermedades.
2,Sistema Urinario,206,Órganos formación de orina y función de excreción.
2,Sistema Nervioso,207,Componentes y funciones de coordinación del cuerpo.
2,Sistema Endocrino,208,Glándulas hormonas y regulación de funciones corporales.
2,Sistemas Reproductores,209,Anatomía y fisiología de los sistemas masculino y femenino.
2,Madurez Sexual,210,Cambios físicos y emocionales en la pubertad y adolescencia.
2,Sexualidad Humana,211,Conceptos de sexo género y dimensiones de la sexualidad.
2,Reproducción Humana,212,Fecundación embarazo parto y ciclo menstrual.
2,Salud y Estilos de Vida,213,Nutrición higiene y prevención de enfermedades y adicciones.
2,Clasificación de Seres Vivos (Alimentación),214,Organismos autótrofos y heterótrofos.
2,Fotosíntesis,215,Proceso de elaboración de alimento en las plantas.
2,Ecosistemas,216,Componentes bióticos y abióticos cadenas alimenticias y equilibrio.
2,Niveles de Organización Ecológica,217,Individuo población comunidad y biosfera.
2,Biodiversidad y Adaptaciones,218,Variedad de vida y formas de adaptación al medio.
2,Reinos Biológicos,219,Clasificación de los seres vivos (Monera Protista Fungi Plantae Animalia).
2,Relaciones entre Seres Vivos,220,Interacciones intraespecíficas e interespecíficas (depredación simbiosis etc.).
2,Energía y sus Formas,221,Tipos de energía (cinética potencial térmica etc.) y su conservación.
2,Movimiento y Rapidez,222,Conceptos básicos de desplazamiento y velocidad en objetos.
2,Calor y Temperatura,223,Diferenciación de conceptos transmisión del calor y medición.
2,La Luz,224,Fenómenos de reflexión refracción y fuentes luminosas.
2,Magnetismo,225,Propiedades de los imanes y campo magnético terrestre.
2,Electricidad,226,Corriente eléctrica circuitos y materiales conductores.
2,Generación de Electricidad,227,Fuentes de energía (hidroeléctrica eólica etc.) y su transformación.
2,Sonido,228,Energía sonora vibraciones y transmisión.
2,Materia: Cambios Físicos y Químicos,229,Diferenciación entre transformaciones reversibles e irreversibles.
2,Clasificación de la Materia,230,Sustancias puras y mezclas (homogéneas y heterogéneas).
2,Métodos de Separación,231,Técnicas para separar mezclas (filtración evaporación etc.).
2,Estructura de la Tierra,232,Capas internas y externas del planeta.
2,Clima y Tiempo Atmosférico,233,Diferenciación y factores que los determinan.
2,Movimientos de la Tierra,234,Rotación y traslación y sus consecuencias (día/noche estaciones).
2,La Luna,235,Fases lunares y su influencia (mareas).
2,Eclipses,236,Formación de eclipses de Sol y de Luna.
2,Agentes Internos (Geología),237,Tectónica de placas sismos y vulcanismo.
2,Agentes Externos (Geología),238,Erosión sedimentación y modelado del relieve.
2,Sistema Solar,239,Características del Sol planetas y otros cuerpos celestes.
2,Origen del Universo y Sistema Solar,240,Teorías sobre la formación del cosmos y nuestro sistema.
2,Exploración Espacial,241,Historia y avances tecnológicos en el estudio del espacio.
2,Hidrosfera,242,Distribución e importancia del agua en la Tierra.
2,Atmósfera,243,Importancia y contaminación del aire.
2,Equilibrio Ecológico,244,Factores naturales y humanos que alteran el medio ambiente.
2,Conservación de Recursos,245,Uso sostenible de energía y materiales.
2,Científicos Costarricenses,246,Aportes al desarrollo científico nacional.
2,Seguridad y Prevención,247,Medidas ante desastres naturales y accidentes.
1,Números Naturales,248,Concepto y conjunto de números naturales.
1,Potencias (Naturales),249,Concepto de potencia y notación exponencial.
1,Suma de Números Naturales,250,Operación de adición en N.
1,Resta de Números Naturales,251,Operación de sustracción en N.
1,Multiplicación de Números Naturales,252,Operación de multiplicación en N.
1,División de Números Naturales,253,Operación de división en N.
1,Combinación de operaciones (Naturales),254,Operaciones combinadas con/sin paréntesis.
1,Teoría de números,255,Conceptos generales de teoría de números.
1,Algoritmo de la división,256,Aplicación del algoritmo de Euclides.
1,Divisibilidad,257,Concepto de divisibilidad.
1,Divisor y Factor,258,Identificación de divisores y factores.
1,Múltiplo,259,Concepto de múltiplo de un número.
1,Números primos,260,Identificación de números primos.
1,Números compuestos,261,Identificación y descomposición de números compuestos.
1,Descomposición Prima,262,Factorización en números primos.
1,Mínimo Común Múltiplo (MCM),263,Cálculo y problemas de MCM.
1,Máximo Común Divisor (MCD),264,Cálculo y problemas de MCD.
1,Números Enteros,265,Concepto de número entero.
1,Enteros negativos,266,Uso de enteros negativos en contextos reales.
1,Relaciones de orden (Enteros),267,Comparación de números enteros.
1,Recta numérica (Enteros),268,Ubicación de enteros en la recta.
1,Valor absoluto,269,Cálculo del valor absoluto de un entero.
1,Número opuesto,270,Identificación del opuesto de un entero.
1,Suma de Números Enteros,271,Adición de números enteros.
1,Resta de Números Enteros,272,Sustracción de números enteros.
1,Multiplicación de Números Enteros,273,Multiplicación de números enteros.
1,División de Números Enteros,274,División de números enteros.
1,Potencias (Enteros),275,Potencias con base entera y exponente natural.
1,Raíces (Enteros),276,Raíces exactas de números enteros.
1,Combinación de operaciones (Enteros),277,Operaciones combinadas en Z.
1,"Punto, Recta y Plano",278,Conceptos básicos de geometría.
1,"Segmento, Rayo y Semirrecta",279,Subconjuntos de la recta.
1,Puntos colineales y no colineales,280,Relación de puntos en una misma recta.
1,Puntos coplanares y no coplanares,281,Relación de puntos en un mismo plano.
1,Punto medio,282,Punto que divide un segmento en dos partes iguales.
1,Rectas paralelas,283,Rectas que no se intersecan.
1,Rectas perpendiculares,284,Rectas que forman ángulos de 90 grados.
1,Rectas concurrentes,285,Rectas que se cruzan en un punto.
1,Visualización espacial,286,Identificación de figuras 3D.
1,"Caras, Aristas y Vértices",287,Elementos de figuras tridimensionales.
1,Ángulos,288,Concepto de ángulo.
1,Ángulo Llano,289,Ángulo de 180 grados.
1,Ángulos Adyacentes,290,Ángulos que comparten un lado y vértice.
1,Par lineal,291,Ángulos adyacentes que suman 180 grados.
1,Opuestos por el vértice,292,Ángulos opuestos formados por rectas secantes.
1,Ángulos Congruentes,293,Ángulos de igual medida.
1,Ángulos Complementarios,294,Ángulos que suman 90 grados.
1,Ángulos Suplementarios,295,Ángulos que suman 180 grados.
1,Rectas paralelas y transversal,296,Ángulos formados entre paralelas y una secante.
1,Desigualdad triangular,297,Condición para formar un triángulo.
1,Ángulos internos del triángulo,298,Suma de ángulos internos.
1,Ángulos externos del triángulo,299,Medida de ángulos externos.
1,Suma de ángulos internos (Cuadriláteros),300,Propiedad de cuadriláteros convexos.
1,Suma de ángulos externos (Cuadriláteros),301,Propiedad de ángulos externos.
1,Áreas de Triángulos y Cuadriláteros,302,Cálculo de áreas.
1,Geometría analítica (Punto medio),303,Cálculo algebraico del punto medio.
1,Puntos en el plano cartesiano,304,Ubicación de coordenadas.
1,Sucesiones,305,Concepto y ejemplos de sucesiones.
1,Ley de formación,306,Regla que define una sucesión.
1,Patrones,307,Identificación de patrones numéricos.
1,Proporcionalidad inversa,308,Relación inversa entre variables.
1,Representación Verbal (Relaciones),309,Descripción verbal de relaciones.
1,Representación Tabular (Relaciones),310,Tablas de valores.
1,Representación Gráfica (Relaciones),311,Gráficos de relaciones.
1,Representación Algebraica (Relaciones),312,Fórmulas de relaciones.
1,Unidad estadística,313,Elemento básico de estudio.
1,Variables (Características),314,Lo que se mide o estudia.
1,Datos u observaciones,315,Valores recolectados.
1,Población y Muestra,316,Grupos de estudio.
1,Variables Cuantitativas,317,Datos numéricos.
1,Variables Cualitativas,318,Datos categóricos.
1,Distribución de frecuencias,319,Tablas de conteo.
1,Moda,320,Valor más frecuente.
1,Media aritmética,321,Promedio de los datos.
1,Mínimo y Máximo,322,Valores extremos de los datos.
1,Recorrido,323,Diferencia entre máximo y mínimo.
1,Números Racionales,324,Concepto de número racional.
1,Expansión decimal exacta y periódica,325,Tipos de decimales racionales.
1,Representaciones de Racionales,326,Fracción vs Decimal.
1,Orden en Racionales,327,Comparación de racionales.
1,Suma de Racionales,328,Adición de fracciones y decimales.
1,Resta de Racionales,329,Sustracción de fracciones y decimales.
1,Multiplicación de Racionales,330,Producto de racionales.
1,División de Racionales,331,Cociente de racionales.
1,Potencias (Base Racional),332,Potenciación en Q.
1,Raíces (Racionales),333,Radicación en Q.
1,Combinación de operaciones (Racionales),334,Operaciones mixtas en Q.
1,Homotecias,335,Transformación geométrica de escala.
1,Puntos y segmentos homólogos,336,Elementos correspondientes en homotecia.
1,Semejanza de Triángulos,337,Triángulos con misma forma.
1,Criterios de Semejanza,338,"LLL, LAL, AAA."
1,Congruencia de Triángulos,339,Triángulos iguales.
1,Criterios de Congruencia,340,"LLL, LAL, ALA."
1,Teorema de Thales,341,Proporcionalidad en paralelas.
1,Pirámide Recta (Elementos),342,"Base, caras, altura, apotema."
1,Prisma Recto (Elementos),343,"Base, caras, altura."
1,Secciones planas (Pirámide),344,Cortes en pirámides.
1,Secciones planas (Prisma),345,Cortes en prismas.
1,Función Lineal,346,Concepto de función y = ax + b.
1,Pendiente e Intersección,347,Análisis de 'a' y 'b' en la lineal.
1,Concepto de expresión algebraica,348,Definición y ejemplos.
1,Valor numérico,349,Sustitución de valores en expresiones.
1,Monomios (Concepto),350,Expresiones de un solo término.
1,Factor numérico y factor literal,351,Partes de un monomio.
1,Monomios semejantes,352,Monomios con misma parte literal.
1,Suma y Resta de Monomios,353,Operaciones básicas con monomios.
1,Multiplicación y División de Monomios,354,Producto y cociente de monomios.
1,Polinomios (Concepto),355,Expresiones con varios términos.
1,Suma y Resta de Polinomios,356,Operaciones con polinomios.
1,Multiplicación de Polinomios,357,Producto de polinomios.
1,Productos Notables,358,Fórmulas de multiplicación abreviada.
1,Ecuación de primer grado,359,Igualdades con una incógnita.
1,Solución de una ecuación,360,Encontrar el valor de la incógnita.
1,Ecuaciones literales,361,Ecuaciones con múltiples letras.
1,Espacio muestral,362,Conjunto de resultados posibles.
1,Puntos muestrales,363,Resultados individuales.
1,Eventos,364,Subconjuntos del espacio muestral.
1,Eventos simples y compuestos,365,Clasificación de eventos.
1,"Evento seguro, probable, imposible",366,Tipos de eventos según probabilidad.
1,Probabilidad Clásica (Laplace),367,Casos favorables / Casos totales.
1,Probabilidad (0 a 1),368,Rango de la probabilidad.
1,Números Irracionales,369,Decimales infinitos no periódicos.
1,Concepto de Número Real,370,Unión de racionales e irracionales.
1,Comparación de Irracionales,371,Orden en irracionales.
1,Suma y Resta (Reales),372,Operaciones en R.
1,Multiplicación y División (Reales),373,Operaciones en R.
1,Radicales,374,Propiedades y cálculo de raíces.
1,Racionalización (Numérica),375,Eliminar raíces (en contexto numérico).
1,Notación Científica,376,Uso de potencias de 10.
1,Prefijos del SI,377,"Kilo, Mega, Micro, etc."
1,Teorema de Pitágoras,378,Catetos e hipotenusa.
1,Distancia entre dos puntos,379,Fórmula de distancia.
1,Radianes y Grados,380,Conversión de medidas angulares.
1,Razones Trigonométricas,381,"Seno, Coseno, Tangente."
1,Ángulos complementarios (Trigonometría),382,Razones de ángulos que suman 90.
1,Identidades Trigonométricas Básicas,383,"Relaciones entre seno, coseno, tangente."
1,Ángulos de elevación y depresión,384,Aplicaciones de trigonometría.
1,Ley de Senos,385,Proporcionalidad lados-senos.
1,Apotema de la pirámide,386,Cálculo de la apotema.
1,Área lateral (Pirámide),387,Cálculo de superficie lateral.
1,Área total (Pirámide),388,Cálculo de superficie total.
1,Área lateral (Prisma),389,Cálculo de superficie lateral.
1,Área total (Prisma),390,Cálculo de superficie total.
1,Función Cuadrática,391,Concepto y = ax^2 + bx + c.
1,Gráfica de la función cuadrática,392,Parábola y sus características.
1,Factorización,393,"Factor común, fórmulas notables, etc."
1,División de polinomios,394,Algoritmo de división.
1,Expresiones algebraicas fraccionarias,395,Fracciones con variables.
1,Operaciones con fracciones algebraicas,396,"Suma, resta, mult, div."
1,Racionalización (Algebraica),397,Racionalización de denominadores/numeradores.
1,Ecuaciones de segundo grado,398,Resolución de cuadráticas.
1,Discriminante,399,Análisis de soluciones de cuadrática.
1,Problemas con ecuaciones cuadráticas,400,Aplicaciones reales.
1,Variables discretas,401,Variables de conteo.
1,Variables continuas,402,Variables de medición.
1,Distribución de frecuencias (Intervalos),403,Clases y frecuencias.
1,Histogramas,404,Gráfico de barras para continuas.
1,Polígonos de frecuencia,405,Gráfico de líneas para continuas.
1,Probabilidad Frecuencial,406,Estimación empírica.
1,Ley de los grandes números,407,Estabilidad de la frecuencia relativa.
3,Voseo,408,#REF!
3,Tuteo,409,#REF!
3,Ustedeo,410,#REF!
3,Registro Formal,411,#REF!
3,Registro Informal,412,#REF!
3,Palabras Agudas,413,#REF!
3,Palabras Graves,414,#REF!
3,Palabras Esdrújulas,415,#REF!
3,Palabras Sobreesdrújulas,416,#REF!
3,Ley del Hiato,417,#REF!
3,División Silábica,418,#REF!
3,Tilde Diacrítica (Monosílabos),419,#REF!
3,Tilde Diacrítica (Interrogativos/Exclamativos),420,#REF!
3,Tilde Diacrítica (Aún),421,#REF!
3,Uso de Mayúscula (Puntuación),422,#REF!
